pl_name,disc_year,x,y,z
Kepler-328 b,2013,738.0469835690818,-1526.0929661318326,1422.862215700285
Kepler-328 c,2013,738.0469835690818,-1526.0929661318326,1422.862215700285
Kepler-329 b,2014,151.40795574754367,-270.1574208923987,312.15925075851453
Kepler-329 c,2014,151.40795574754367,-270.1574208923987,312.15925075851453
Kepler-33 b,2011,274.51081258999534,-793.7463152624729,869.872695501145
Kepler-33 c,2011,274.51081258999534,-793.7463152624729,869.872695501145
Kepler-33 d,2011,274.51081258999534,-793.7463152624729,869.872695501145
Kepler-33 e,2011,274.51081258999534,-793.7463152624729,869.872695501145
Kepler-33 f,2011,274.51081258999534,-793.7463152624729,869.872695501145
Kepler-330 b,2014,161.1030624019247,-482.9592174455217,505.6097242915042
Kepler-330 c,2014,161.1030624019247,-482.9592174455217,505.6097242915042
Kepler-331 b,2014,166.9465326836338,-416.6715631113695,367.4938337989365
Kepler-331 c,2014,166.9465326836338,-416.6715631113695,367.4938337989365
Kepler-331 d,2014,166.9465326836338,-416.6715631113695,367.4938337989365
Kepler-332 b,2014,66.78517863943419,-223.1331053964671,253.4129303927248
Kepler-332 c,2014,66.78517863943419,-223.1331053964671,253.4129303927248
Kepler-332 d,2014,66.78517863943419,-223.1331053964671,253.4129303927248
Kepler-333 b,2014,92.97194414242122,-226.84553597549208,212.46438520225044
Kepler-333 c,2014,92.97194414242122,-226.84553597549208,212.46438520225044
Kepler-334 b,2014,85.55843112447042,-277.41211689036606,312.57207227441984
Kepler-334 c,2014,85.55843112447042,-277.41211689036606,312.57207227441984
Kepler-334 d,2014,85.55843112447042,-277.41211689036606,312.57207227441984
Kepler-335 b,2014,394.3773431803767,-806.295748663566,911.1080823771936
Kepler-335 c,2014,394.3773431803767,-806.295748663566,911.1080823771936
Kepler-336 b,2014,199.70988429906865,-541.6976765535278,507.76499380103206
Kepler-336 c,2014,199.70988429906865,-541.6976765535278,507.76499380103206
Kepler-336 d,2014,199.70988429906865,-541.6976765535278,507.76499380103206
Kepler-337 b,2014,158.11399691831315,-432.9912270552762,497.1605997026333
Kepler-337 c,2014,158.11399691831315,-432.9912270552762,497.1605997026333
Kepler-338 b,2014,94.00725162446862,-407.8701941371319,361.0957908651833
Kepler-338 c,2014,94.00725162446862,-407.8701941371319,361.0957908651833
Kepler-338 d,2014,94.00725162446862,-407.8701941371319,361.0957908651833
Kepler-338 e,2014,94.00725162446862,-407.8701941371319,361.0957908651833
Kepler-339 b,2014,162.13383985776824,-375.5374211985088,461.4384607090627
Kepler-339 c,2014,162.13383985776824,-375.5374211985088,461.4384607090627
Kepler-339 d,2014,162.13383985776824,-375.5374211985088,461.4384607090627
Kepler-34 b,2011,570.4342027853012,-1147.3315609676324,1265.38048898356
Kepler-340 b,2014,269.7487314093443,-554.7006614627339,523.1049328001549
Kepler-340 c,2014,269.7487314093443,-554.7006614627339,523.1049328001549
Kepler-341 b,2014,258.1517333654088,-714.6339201868382,720.366478661262
Kepler-341 c,2014,258.1517333654088,-714.6339201868382,720.366478661262
Kepler-341 d,2014,258.1517333654088,-714.6339201868382,720.366478661262
