designation,x,y,z,radius_val,phot_g_mean_mag
Gaia DR2 1002593461655008768,-208.59775372719784,842.7589257381668,1508.9081355032213,1.8076296,14.849793
Gaia DR2 1002585696354139392,-199.5505398401901,799.8712621660186,1423.5727938377336,0.8008277,16.950434
Gaia DR2 1002607274269827328,-123.13002935558148,496.8000556118746,892.458352586181,1.1065232,14.886918
Gaia DR2 1002277764378809472,-54.690254791601056,194.2933086117875,335.4237292559284,0.57567394,16.29364
Gaia DR2 1002366584302800896,-34.53520705968109,138.75598666191988,236.14289481516548,0.8313373,12.955611
Gaia DR2 1002278962673508864,-319.15247079994333,1140.4126277469277,1974.2822165733987,11.250763,12.355461
Gaia DR2 1002499590849974528,-91.80448794138536,352.65126207747653,614.3919953364782,0.5239507,16.876316
Gaia DR2 1002514606055616768,-159.7841310301997,602.9871849009587,1060.9850294594605,0.7386207,16.603539
Gaia DR2 1002460833064977536,-58.677380368673006,250.65275113176358,433.5771506840725,1.6713046,11.964842
Gaia DR2 1002372081860906624,-212.39254759360207,817.660060946855,1387.838429289054,4.295593,13.4071455
Gaia DR2 1002366481223586176,-300.8375310075916,1208.3983210738386,2055.539184250496,1.6753107,14.687769
Gaia DR2 1002276218190583040,-222.99758797945995,791.6005642592819,1365.933171073471,1.2744445,14.682766
Gaia DR2 1002319580180409728,-154.2984523700474,563.3216297939766,982.4124765929329,1.5185815,15.068523
Gaia DR2 1002418226989580288,-157.88890345736647,652.1314567788464,1114.4811691876157,1.5322291,14.304951
Gaia DR2 1002348923397261056,-346.70654401576303,1345.8002540020113,2277.1611973605754,1.4842447,15.559454
Gaia DR2 1002292813944234240,-145.36691435409656,531.5983911891295,918.5062321437816,0.70519346,16.64069
Gaia DR2 1002541441011175296,-76.36627129408049,292.6349368421153,521.9444106123462,0.86870074,14.274748
Gaia DR2 1002608992256746112,-128.51362494060461,522.8132610156958,942.6402085317372,1.1482962,14.85712
Gaia DR2 1002341020657453696,-217.46172874604548,854.0171921866364,1438.6617961826923,1.0641867,16.440203
Gaia DR2 1002277764378809984,-195.62551976552655,695.3062519249826,1200.388690592592,0.7625115,16.74277
Gaia DR2 1002524982695338496,-113.61354748396819,424.48596034258617,754.0970062497429,0.56449354,16.890215
Gaia DR2 1002348133123278976,-176.19378206347747,683.3802526354051,1155.5163680855787,0.8341008,16.124874
Gaia DR2 1002461795137652480,-138.1903889977112,593.5315768748089,1028.3967403610104,0.82066494,16.757168
Gaia DR2 1002486946466242816,-289.87777492832015,1094.330690401531,1905.0201990160056,1.5403461,15.712754
Gaia DR2 1002299131840323968,-240.5094919882527,842.7520757227263,1461.2919862346923,0.7725175,16.784409
Gaia DR2 1002413725863736960,-114.07357570358238,469.1278756119486,800.4693779897032,0.95718884,15.378624
Gaia DR2 1002461795137652224,-41.61327883839892,178.3758074475782,309.0106442414267,0.7445174,13.932679
Gaia DR2 1002362632932875776,-62.27063917901361,245.52676128632655,417.2676644554264,0.9208076,13.917308
Gaia DR2 1002512922428437760,-63.66717848544762,238.9151936777445,418.69206240907056,0.64751357,16.33632
Gaia DR2 1002349297058410624,-224.61074183976467,875.1894756901662,1482.7620458321776,1.1615373,15.450593
Gaia DR2 1002479937079624448,-195.21141219087824,738.6247698905509,1279.3566834386743,0.8775554,16.611992
Gaia DR2 1002284460231876352,-70.00406636595709,258.0744978246673,443.2495554770448,0.61192125,16.933405
Gaia DR2 1002272644777880320,-221.40412093803843,777.3774033607464,1338.5385970330397,1.1847266,15.549611
Gaia DR2 1002533950588234624,-215.36003246117687,842.8771281812332,1492.874004317796,1.317595,15.582606
Gaia DR2 1002405548246124544,-166.09772320650453,675.7041498111815,1145.1641838677442,1.5146137,14.642389
Gaia DR2 1002547690187589376,-81.85445740815777,329.6552037444843,577.478156417551,1.4975976,11.908464
Gaia DR2 1002480555554914944,-20.23369348176098,76.70952875314818,133.01898323782441,1.336376,9.8210125
Gaia DR2 1002551229240640384,-112.73084744275326,459.21106359439784,804.466707046976,1.0300713,14.755714
Gaia DR2 1002437601585532800,-228.6362511207404,985.2905805471379,1700.6486113979433,2.7809587,13.458509
Gaia DR2 1002545869122036608,-45.64431432467118,181.00612729127667,316.0558928999397,0.8828795,13.062288
Gaia DR2 1002451555935658752,-160.57282141546176,656.7480600207091,1136.873293582182,12.7201185,11.036907
Gaia DR2 1002500724721343104,-108.23337746369494,419.031410630961,731.2075458406053,0.9384362,15.181542
Gaia DR2 1002393487977810944,-175.85635810893447,702.0652440382864,1206.1679284675442,0.65657556,16.604849
Gaia DR2 1002278623372270080,-274.84421238359147,980.1750655508654,1694.3365028178291,2.9487772,14.420283
Gaia DR2 1002562263012711936,-126.74531525052521,528.631493215342,924.7995997332216,0.680535,16.925272
Gaia DR2 1002363354487395584,-70.33628176705619,280.8029938669723,475.9442779371179,1.1604698,13.193896
Gaia DR2 1002420219854287872,-193.19696111376385,804.032104300023,1380.4801726551545,0.7900523,16.360977
Gaia DR2 1002585455835968128,-286.1849536442394,1141.3254904033756,2031.3216382432388,2.6979983,14.096388
Gaia DR2 1002584008431364096,-193.8301200985451,778.6349433634897,1382.894701970526,0.754438,16.658577
Gaia DR2 1002462585411627904,-18.99240838213526,80.70999955616142,140.0232920723402,0.76349056,12.032757
Gaia DR2 1002363354487395456,-146.21862884968098,583.6648303726575,989.2130534540963,0.85978806,16.626162
Gaia DR2 1002353939919084288,-183.36956216545994,727.8650003949734,1228.4711364808643,1.1900214,15.451576
Gaia DR2 1002363801163994112,-66.54276988798571,266.0875622828852,451.38327323094654,0.81073844,14.137141
Gaia DR2 1002319339662237696,-226.70675749009993,822.1144889810996,1432.9794308804555,1.2580127,14.644971
Gaia DR2 1002360296470679808,-217.1287638489193,863.3361852522096,1461.3609308192574,1.1853312,15.854356
Gaia DR2 1002400840961804416,-127.28450266883625,502.54400753915496,867.6967429823303,1.1798215,15.135858
Gaia DR2 1002480658634130560,-52.59258521159277,199.8756214527541,346.97747131217733,0.75864035,15.609537
Gaia DR2 1002390945357297408,-151.46854532308586,609.0050184281239,1040.8623464546877,0.8588216,16.16579
Gaia DR2 1002454064196484352,-95.67631870995469,387.9083145886358,675.3826314604182,0.99869925,14.42367
Gaia DR2 1002510345448055424,-149.824203861222,559.0042754172954,980.6574335706142,0.87639296,15.940774
Gaia DR2 1002405720044815616,-219.0272197811154,891.2112786566797,1511.1606826519571,0.90791076,16.492874
Gaia DR2 1002504538652302592,-155.5863343022424,606.4308347504393,1061.3966430088262,1.3759922,14.737307
