designation,x,y,z,radius_val,phot_g_mean_mag
Gaia DR2 1003791207775272448,-188.09419160562692,782.5939772553706,1469.1511094195762,1.9659084,14.840272
Gaia DR2 1003756053466380288,-80.95238057190716,342.1835265563794,631.9320136797297,0.70636564,16.29363
Gaia DR2 1003657101716136448,-119.37571641432449,641.5013035790728,1186.7370291316736,0.7125597,16.801111
Gaia DR2 1003618584449605248,-148.30294651150305,794.5885138120445,1443.9913515491955,1.1572436,16.036022
Gaia DR2 1003770042176579456,-191.42468846558972,827.4156408182752,1533.9991055511114,2.092605,14.083898
Gaia DR2 1003647648491999744,-193.8037325865601,981.1874787014963,1815.6594394112437,1.4960048,15.418728
Gaia DR2 1003718365129502208,-95.22057737924388,528.7769896698563,991.3627938639751,0.7687977,16.177242
Gaia DR2 1003604874913991040,-92.16139212159783,484.8509737675706,876.886766501524,0.750763,16.031103
Gaia DR2 1003747227310308352,-160.07959721811446,679.4561000671756,1244.6178181896512,1.2038941,15.403495
Gaia DR2 1003618343931436288,-54.3581411935995,290.6621229510877,527.8583458431883,0.9623394,13.9735775
Gaia DR2 1003617003901639680,-39.16497882609054,208.07267034950104,377.02208958199947,0.99235725,13.409736
Gaia DR2 1003604874913990912,-153.8808874295012,808.2873684629533,1461.1285262246383,1.7570918,14.213251
Gaia DR2 1003578825936849024,-81.9873940711519,473.91086771862433,862.437658334791,1.0581901,16.624586
Gaia DR2 1003769389341549312,-176.58739039800733,760.7321047537089,1409.9579041124189,3.6635911,13.5138
Gaia DR2 1003720357994327808,-74.63851449384688,418.3095725022142,786.7229465289274,0.77024055,15.846386
Gaia DR2 1003780521896772992,-236.46853691707406,1003.7566904184084,1858.3756106597652,1.5270166,15.745598
Gaia DR2 1003656311442155264,-80.33765925776069,429.6536952044544,793.0056381677056,1.5202962,14.314342
Gaia DR2 1003666894241414400,-132.21506380942972,708.4937455417422,1323.6736475329872,1.3833088,15.257609
Gaia DR2 1003618756248296192,-209.22065246026557,1122.912644507872,2042.4659138336378,1.5670208,15.853699
Gaia DR2 1003616935182162560,-113.32898704249594,600.8451357307409,1088.1747035789917,1.9508939,13.727502
Gaia DR2 1003623291733761152,-252.32434229052646,1362.9019283638445,2484.076934628334,6.6320014,13.50367
Gaia DR2 1003653253425438848,-164.475603336779,874.3536594357025,1611.4812423978528,1.0970771,16.474966
Gaia DR2 1003748258102460288,-64.71957045631385,276.5116173330027,507.62746884448114,0.9619999,13.886316
Gaia DR2 1003754271056672000,-239.17857073875908,1019.7310309758367,1874.3459450351681,1.2668232,16.472536
Gaia DR2 1003813846546808064,-95.28557248807172,433.96399571534346,801.7669809972363,0.8837345,14.697017
Gaia DR2 1003842438145173504,-245.12334499812465,1186.3933815778494,2220.7484224895798,2.938156,14.414391
Gaia DR2 1003766778001439488,-45.36540953609703,195.0365853788499,359.51463706137895,0.5843783,15.950852
Gaia DR2 1003709358582535424,-47.09863663266947,266.9277838592894,496.0207074957273,0.83536816,14.589813
Gaia DR2 1003705858184900480,-49.23860536138547,272.10718985584543,504.7929385091563,1.0051461,14.164686
Gaia DR2 1003707365717709312,-12.934430598088555,70.3394385793064,130.958012866046,1.0253277,10.607598
Gaia DR2 1003656551960328704,-152.40877073627013,820.6789142982977,1515.2911405639618,1.5270139,14.934647
Gaia DR2 1003657342234311424,-91.48765213214544,493.1759841888628,910.8988340043458,0.900187,15.830249
Gaia DR2 1003606489821660160,-87.2222863305378,448.7259708631861,815.1447401583141,0.7245008,15.978711
Gaia DR2 1003754339776151168,-201.0041099473456,861.0419294945357,1582.7861970923707,1.0322793,16.217922
Gaia DR2 1003770007816841216,-124.27492857475491,536.4484428290613,993.861242989991,1.407965,14.208327
Gaia DR2 1003571477247958016,-56.96165538339803,328.8386744445883,595.5529872363157,0.9591288,14.31445
Gaia DR2 1003564708379498752,-65.29769775599321,368.09065720225954,661.6640006936356,0.6936958,15.634843
Gaia DR2 1003711768059748096,-107.84549823040132,601.4986847152835,1122.9818972587877,1.1552566,15.281961
Gaia DR2 1003658201227771520,-154.30975309097414,840.2038183155261,1556.8791879086991,1.1342397,16.01927
Gaia DR2 1003604874913990272,-133.50993320418044,701.2353186237701,1267.8105999474885,1.4758122,13.807972
Gaia DR2 1003794192776128768,-239.29667419541008,1030.478866537473,1917.1570682550862,1.3631501,15.672539
Gaia DR2 1003575394258076672,-18.914159281582354,104.83279611674804,190.45583673640323,0.6492475,13.903359
Gaia DR2 1003719017964541312,-39.92825962685924,224.87196723805377,421.5091329767368,0.837279,13.847229
Gaia DR2 1003589752333715584,-69.59188190214745,427.22660982520114,778.6543328985189,1.6713272,13.255972
Gaia DR2 1003575394258077568,-114.10405606993915,632.2444744542295,1148.2000403147351,1.4160007,14.834474
Gaia DR2 1003839723725822848,-123.97146701728877,577.3738324129155,1083.3817268262837,0.83086365,16.231197
Gaia DR2 1003644762273960320,-117.55936576795794,587.6323026848153,1086.8042719875382,0.7322493,16.315777
Gaia DR2 1003753102825562240,-293.6515503005081,1237.1765976486415,2270.5142825663957,1.6436484,15.64517
Gaia DR2 1003657926349861504,-58.889235514840934,318.5429938777168,589.5335373410554,0.7185496,15.75915
Gaia DR2 1003747089871350528,-96.32959755404163,406.9764572435574,745.8989069818037,0.9335323,15.077689
Gaia DR2 1003565670452172032,-170.44188721540968,965.0166391852161,1737.6449097081836,3.0736976,13.265944
Gaia DR2 1003567560237780736,-40.89503611351853,232.55175171474676,419.4903172407365,0.7174521,14.665409
Gaia DR2 1003650401567098368,-177.81768430833606,896.1798779302401,1668.7835325975825,1.1722192,15.775734
Gaia DR2 1003836425190959360,-202.68739110005035,981.932580346871,1835.2346934248221,3.0928817,15.292808
Gaia DR2 1003590645686853632,-122.27332999805154,721.788969876095,1313.38244214701,0.78762513,16.858896
Gaia DR2 1003708332085909248,-56.533700974973854,313.5232251494685,584.5110467120247,1.149985,13.81769
Gaia DR2 1003841201194590848,-70.63887579825374,338.8674310615462,632.7922122975466,0.85673726,15.044304
Gaia DR2 1003719632144716160,-133.24085956693892,751.6244963080908,1412.330821446788,0.8772612,16.704088
Gaia DR2 1003704689953793536,-149.11775186569213,817.8783287608088,1514.3915172303182,1.324989,15.2365265
