designation,x,y,z,radius_val,phot_g_mean_mag
Gaia DR2 100331161884562048,882.5475170305876,558.620431078222,415.7788359729913,1.1748675,15.054155
Gaia DR2 100305770037878656,1264.0706481002842,791.9990180613886,589.571507538082,1.0400809,15.916291
Gaia DR2 100410773398505088,389.01525480536947,256.74557064453177,189.89771800779954,0.7235582,14.658538
Gaia DR2 100468429039473152,949.1797587895923,621.5194260466594,468.4381771138407,2.3150547,14.026159
Gaia DR2 100552782197119488,1130.5331019407745,704.4764398402118,542.2099278271232,0.9145121,16.0497
Gaia DR2 100309618328575104,486.8005645742238,303.42856181375953,227.20724441449264,1.4374851,13.137867
Gaia DR2 100247427202226304,544.9788174781045,350.3188654058836,252.25009076632085,0.68489116,16.674952
Gaia DR2 100228460626564608,1612.5933202879196,1008.3767813912804,731.8499886403143,1.0516325,16.275915
Gaia DR2 100243888149175552,1012.7387189387612,650.902697165674,467.6438638218278,1.0201542,15.769437
Gaia DR2 100322778108399232,1520.981205730463,971.9937439714973,717.5620319513439,1.0989286,16.468004
Gaia DR2 100239661901314560,906.2843517859776,572.8499471569727,418.5127026334165,1.2288002,14.5551195
Gaia DR2 100292365444859648,337.7798700879741,212.08841117854004,156.88116179749687,0.9655979,13.29834
Gaia DR2 100269928535742592,1607.596017603173,1037.057464386333,756.2431773467997,0.97231704,16.308687
Gaia DR2 100468429039473536,445.1469603211833,291.5576759291793,219.64971645292647,10.056643,9.606364
Gaia DR2 100445751612119808,488.16717950844446,314.95496041258525,237.11927499707755,0.7729822,15.043295
Gaia DR2 100325389448513792,742.6714137730653,471.28298307986756,350.60461284190336,1.0435308,14.890368
Gaia DR2 100452348681888128,203.54290575267723,132.62921690272705,98.71907679342382,0.613669,15.075307
Gaia DR2 100374214636853376,532.3009962493607,345.7729020697848,254.2162125597956,0.76899683,15.406375
Gaia DR2 100467363887584640,459.68030342035604,301.75611947725895,226.7649506891378,0.6982497,15.391531
Gaia DR2 100265294266127616,787.7441265814957,502.7469863422598,367.1688988366413,0.5726399,16.554178
Gaia DR2 100539068365952128,876.0530224690873,550.4772208704403,420.9881266962781,0.686811,16.644154
Gaia DR2 100445579813427840,1096.7800484967784,708.0770521805538,532.7893018340783,1.1081207,15.518566
Gaia DR2 100507118104808192,282.07360911312253,173.547804152818,131.78712832994864,2.6233306,10.568381
Gaia DR2 100315768721787520,731.5420560038041,462.9904215864078,341.6579794087667,1.3554959,14.229284
Gaia DR2 100376654178278528,352.492929783414,228.67960168539685,168.12281374662862,0.69123954,15.1917
Gaia DR2 100396926423946240,1378.3779360844242,914.723051075122,671.5535844320866,1.0684527,16.290138
Gaia DR2 100467432607061120,1327.298919860542,870.5397945980741,654.831221485197,1.0560486,16.593641
Gaia DR2 100549174424590976,742.9494708970649,464.7045971980474,356.3855847284031,1.168051,14.259318
Gaia DR2 100244059947867136,692.1883973021854,444.8887840901204,319.7581068982796,0.61002815,16.652895
Gaia DR2 100270581370732032,571.7179214421091,368.0392670030751,268.75260722203893,1.1856564,13.589221
Gaia DR2 100331230604038272,1092.9905563616646,691.7332734057447,515.1518014029415,1.122068,15.640671
Gaia DR2 100249213908621056,1346.1454156913226,870.5150608583989,623.5849261243291,1.286871,15.61294
Gaia DR2 100315317750096128,511.4955214923298,322.6020644018799,238.10619895867532,0.50316626,16.080246
Gaia DR2 100244128667344000,592.5942216517823,381.6510207913048,273.74746846046,0.64398843,15.878648
Gaia DR2 100239730620791424,383.9620197319559,243.1329016361234,177.32469299224988,0.9908937,13.154051
Gaia DR2 100261308536524160,1043.8157715197774,667.0656936762647,484.6596225009078,1.7109348,14.053771
Gaia DR2 100247495921702912,436.043107987745,280.2109355378251,201.83968349011815,0.68851143,15.168397
Gaia DR2 100313256165803904,941.7915110810594,598.3460630175853,439.9597406857117,0.8667449,16.26286
Gaia DR2 100609063448498432,795.9598629884943,493.17663868298916,386.8004069382117,0.7209622,16.114513
Gaia DR2 100549758540143872,464.6516932857514,289.64368916866607,222.7224507007812,1.348199,12.837596
Gaia DR2 100351361115233920,383.13339062756137,248.1311330292766,180.04038267869544,0.9418516,15.393341
Gaia DR2 100625006367096832,370.22732942452205,227.35779249557245,180.57614258225567,0.63279706,15.852817
Gaia DR2 100260312104112000,1279.4125563933776,819.1158231283032,593.8377917915757,6.759353,12.816968
Gaia DR2 100396651546040704,636.499654672396,422.7588547733889,309.8087321735305,0.8636465,15.424708
Gaia DR2 100463927913749504,1404.133368358802,921.5947643083952,691.4043986914656,2.6019547,14.260849
Gaia DR2 100443032898198144,503.93521505919875,323.60638616423427,242.95756112395716,0.826716,15.010654
Gaia DR2 100249557506004096,622.1221884473158,401.9596396889218,288.55449444318515,1.3485227,13.505768
Gaia DR2 100624972007358720,194.03121274584112,119.14627396924276,94.57694278388547,1.1791186,11.550591
Gaia DR2 100622188868552576,667.5516992048246,411.6516221030074,325.252360406081,0.7497858,15.921927
Gaia DR2 100260312104111744,641.1280691861452,410.3776064604646,297.63743467367755,0.8792094,15.876317
Gaia DR2 100250279060510080,652.3167483431463,420.71616497126615,302.49205311698546,0.61214626,16.605505
Gaia DR2 100385381551866496,615.1912000959503,406.92551240910024,296.9943006647378,0.91516936,15.059668
Gaia DR2 100430629031937408,1368.3012290828478,880.3348355299308,657.6911844996948,1.5753223,15.053888
Gaia DR2 100463412517674112,1071.0987995036032,704.804653749385,527.4498560543539,1.6452531,14.309816
Gaia DR2 100247221043796480,1963.246458195524,1258.3510169030114,907.290525355911,1.5235999,15.452691
Gaia DR2 100536152083755520,560.6594933511041,350.89180990936364,267.39218099139765,0.6626234,16.763311
Gaia DR2 100626621274798976,1047.9782042159102,644.6738700918497,512.3448462537236,1.1923,15.4527445
Gaia DR2 100549689820667520,345.33782748390206,215.4931808588654,165.51787458953316,0.7392005,15.051284
Gaia DR2 100412422665947776,972.5688963336668,640.1088867508175,474.3852196063169,0.971397,16.857958
Gaia DR2 100532028915152768,1216.230869073678,762.853812242123,578.7050636284075,1.1272228,15.483342
Gaia DR2 100462897121599360,873.784193406892,574.2525281804727,429.69217853449646,0.7630838,16.387407
Gaia DR2 100608410613470464,682.1834879525085,423.3479348252426,331.4281971954231,1.0330014,15.812372
Gaia DR2 100260861859924224,1461.6517464724295,937.2812226422848,679.9808542495094,1.1058527,16.161366
Gaia DR2 100246293330861568,1303.2784747968444,832.0688377222803,601.4491877701604,1.7564865,14.853338
Gaia DR2 100330577769016320,810.387825410429,511.9654999035275,380.5040446450698,0.57428634,16.721067
Gaia DR2 100247117964183936,290.90456205133785,186.86912032115262,134.63821727276388,0.55299413,16.945953
Gaia DR2 100547593876629888,455.3743252218296,282.5508922045079,217.69792371959934,0.915765,14.276329
Gaia DR2 100427296137317632,1071.5812692507131,694.7809500237503,515.5001437154142,0.99365556,15.749773
Gaia DR2 100466573613554688,955.6378867719031,622.8467202894826,469.8952933601741,0.72170776,16.571123
Gaia DR2 100245984093216640,274.7862562559038,175.61545365934646,126.63729913697352,0.6062109,15.910443
Gaia DR2 100513882677820160,515.3991127239193,317.9059634019191,242.10909106050752,0.7929723,16.706047
Gaia DR2 100352735505072256,293.4014474233579,190.83563061463786,138.41334584042178,1.5286669,11.542654
Gaia DR2 100244266106296576,339.4533085445924,218.79854282778064,157.08982905611265,0.66417795,16.874443
Gaia DR2 100260002866424960,751.746990467993,479.00031294582567,348.5497897372983,1.1123862,14.353923
Gaia DR2 100246258971123456,1237.4966725670486,790.0886426440084,570.8315567950199,1.2017523,15.623898
Gaia DR2 100412388306208768,860.293369438063,566.5051619702172,419.8040658819666,0.8969893,15.537724
Gaia DR2 100529245776345984,686.646725817089,429.0970222751911,326.345122225019,0.7875475,16.584612
Gaia DR2 100330096732679296,1058.1353684924854,665.8296482970727,496.648774507031,1.1399248,15.38258
Gaia DR2 100546597444217728,1008.8913744702004,627.1597488565055,482.27725794063406,1.7343245,14.394864
Gaia DR2 100622738624363776,295.5655618580769,182.53199787390807,144.31231395998086,0.66350466,14.721726
Gaia DR2 100463687395581696,1618.008087591465,1061.6945119496681,795.6090305459812,1.5531975,15.479122
Gaia DR2 100330474689801856,955.9476807847003,603.6889675413969,448.61719225354005,0.8349907,15.894132
Gaia DR2 100546837962386048,327.8138788167765,203.4562461201124,156.70185812704415,0.6908792,14.418567
Gaia DR2 100543505067765632,338.4541628093984,210.5635041339155,161.5596403781862,0.9404859,13.636723
Gaia DR2 100373561801825920,828.5367997843928,538.6650966608362,395.14345885514814,0.6628144,16.561687
Gaia DR2 100531096906765312,461.9293356665114,291.09796917420346,219.59857059122595,0.6559387,16.256523
Gaia DR2 100529692452945024,679.1863698010341,423.92702233035396,322.6543555775912,0.66639346,16.790035
Gaia DR2 100596620927972224,205.29033016161824,126.0921422251402,98.00853669140386,1.5498873,11.15799
Gaia DR2 100452962862152192,334.4904272827143,217.17146785580735,162.09090096577543,0.6674262,16.18676
Gaia DR2 100532509951488640,931.4132298110836,585.5641536008536,444.2426329228676,1.048392,15.323901
Gaia DR2 100314772289370368,560.9086090749995,355.99339283882557,262.6523495933216,0.7319613,15.414932
Gaia DR2 100463378157935360,609.5461444253604,401.4983851744157,300.31828427625516,1.5947672,13.502252
Gaia DR2 100261858292335616,554.5522603616959,355.08673645182995,258.22029936000746,1.0967824,14.450354
Gaia DR2 100396101790227456,1003.2376567988441,664.3938230407828,487.9219064916595,0.80707395,16.122814
Gaia DR2 100623597617826688,890.4794903355601,548.0973267909206,433.0469048627551,1.4453472,15.007447
Gaia DR2 100564254054609280,548.7630270800485,334.614621542593,258.95197305591563,0.6786929,16.966656
Gaia DR2 100575661487574528,305.87352100568114,184.401495172872,143.72769863403926,1.3578277,12.282028
Gaia DR2 100624834568407040,761.1257486700204,467.02015361892416,370.6732581215387,1.5233321,14.091036
Gaia DR2 100223650263254912,1104.5039801029786,695.8299645260772,500.76516577817415,1.2270713,15.427344
