designation,x,y,z,radius_val,phot_g_mean_mag
Gaia DR2 1000960648232817280,-223.28971674823265,1066.5643793951917,1634.975226399462,1.6249751,14.477679
Gaia DR2 1001214811513939456,-205.82051057551368,1207.0550161629928,1881.3632008757522,2.0507905,15.1762905
Gaia DR2 1001151589594510976,-176.54715196007766,911.2242658701317,1452.6602707646018,1.1569959,16.197868
Gaia DR2 1001147019749306752,-39.832196914427136,204.09722124550518,324.810804368747,0.64159,15.9194565
Gaia DR2 1001124892077772544,-163.15880891596106,815.7053761239584,1303.09439792267,0.94527256,15.948424
Gaia DR2 1000976973404264960,-77.77766456687061,380.10117209964704,591.2891242599444,0.73853064,16.108435
Gaia DR2 1001110731570487680,-55.28816904070692,256.35656247161944,408.9770310536826,1.0969229,13.242816
Gaia DR2 1001214364837340928,-67.29065888021572,393.8758127770672,613.5251905256906,1.3374673,13.373698
Gaia DR2 1001186877045774208,-46.48403652497653,236.6309830986627,383.31472099579895,1.0023476,13.083655
Gaia DR2 1001147191547991040,-215.21812683835884,1088.313736319834,1729.3393256412353,0.9147768,16.405478
Gaia DR2 1001214880233412608,-95.86121125538607,560.4929561600139,874.1881497182075,1.0882094,14.949434
Gaia DR2 1000982848919421440,-263.1057849709111,1329.4162434010207,2057.100517319942,2.3796785,15.371518
Gaia DR2 1000973812308336512,-147.13907910041365,712.7535211476948,1103.6558498326683,0.8545714,16.065506
Gaia DR2 1001131523507472384,-179.54103454153613,875.0487212514699,1409.5173991747838,1.1806011,15.4493065
Gaia DR2 1001157465109803648,-131.5565966964844,706.837895587918,1125.2013777857792,1.3891153,14.6033125
Gaia DR2 1001152792185354496,-191.42367269257792,995.3502410757009,1590.4651611185568,1.0405575,16.507904
Gaia DR2 1001059088883081216,-79.40532107449151,430.82625302661705,679.2959408906376,0.8504518,15.338194
Gaia DR2 1001180657933127680,-141.54195398485146,707.3075156342758,1138.9397163692763,0.94332904,15.835602
Gaia DR2 1001208351883124608,-61.36415441561808,352.374273230594,546.0808407692687,0.6635201,16.365026
Gaia DR2 1001151795752942336,-130.2079077517965,673.5770488836044,1074.175142209352,1.4745095,14.372388
Gaia DR2 1001123758206403328,-137.71080421124387,681.5788692791011,1086.4761125133168,2.0708141,12.640011
Gaia DR2 1001176844002091520,-68.81064695508034,357.5864003704967,573.1641881955472,0.8812768,15.53133
Gaia DR2 1000977042123742464,-257.7870876416154,1262.221097318205,1963.4373969139108,1.8747873,14.826932
Gaia DR2 1001213918160739072,-60.50202866360399,352.4445180226815,548.9175331983938,1.32315,13.409645
Gaia DR2 1000985803856921472,-195.6108459725888,998.0024610996096,1549.513119912943,1.0935886,15.425176
Gaia DR2 1001147603864850944,-143.68090818066386,729.6725581603429,1161.8104546506559,0.6406662,16.741629
Gaia DR2 1001176809642353408,-51.070777132879456,265.057208927889,424.5349450841325,0.66430444,16.76402
Gaia DR2 1000987212606303872,-190.0514244220637,935.9454164727913,1454.3224187089843,1.6056546,14.785175
Gaia DR2 1001208592401292544,-164.21875422302514,945.7145135647436,1467.2482232130508,1.1215118,16.315027
Gaia DR2 1001192477683054208,-94.61817010424075,503.9162601057807,813.2023389575811,1.7830405,13.333665
Gaia DR2 1001043012821293184,-217.43503435270648,1130.1623762167599,1773.4524363191208,4.104308,13.098582
Gaia DR2 1001164783733944576,-155.76719310584457,821.4872463274131,1313.5556934388032,1.0069679,15.534494
Gaia DR2 1001127125460758912,-252.63089855629363,1263.6909930290944,2026.1336505240818,1.479235,15.775248
Gaia DR2 1001208351883124096,-109.5702067111274,629.3229244570332,975.5465899161683,1.0289574,15.724731
Gaia DR2 1000985563338753024,-223.88752890650986,1142.0185233937127,1772.936838083414,1.9766032,14.839695
Gaia DR2 1000963470027084416,-53.06037667346285,253.09326183136503,390.4061014537388,1.0213636,13.008334
Gaia DR2 1001100805901183616,-83.43996221430788,417.9983419105714,665.4895697902234,0.5237813,16.327295
Gaia DR2 1001146641792187264,-52.449219034490106,268.4756886858427,426.52515593716754,0.8382786,14.359351
Gaia DR2 1000976384996758144,-48.89496474787575,235.13283253911686,366.2140303106299,0.5170351,15.94826
Gaia DR2 1001197597284070400,-153.9689053413076,834.9660514021864,1356.0533017050277,1.5566033,14.724885
Gaia DR2 1001180142537055360,-129.71691333063595,649.0435035060212,1043.8218206395013,0.8767342,16.418875
Gaia DR2 1001099156633741824,-152.66895369983,758.4549580091182,1203.7795390660194,0.90767425,15.965778
